Index,Persona,Device,Timestamp,entry.392049935,entry.1477233486,entry.1542818651,entry.737780018,entry.2122703884,entry.1725959706,entry.1319162207,entry.372289045,entry.1175131233,entry.732199028,entry.459040376,entry.1410867681,entry.1428864009,entry.168920346,entry.1229830647,entry.285798591,entry.1312370900,entry.1920043945,entry.854429353,entry.322097084,Status
50,Critical Quality Inspector,Desktop,2026-08-28 12:56:58,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,SUCCESS
51,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:58,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
54,Satisfied Pragmatist,Desktop,2026-08-28 12:56:58,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
53,Satisfied Pragmatist,Mobile,2026-08-28 12:56:59,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
52,Satisfied Pragmatist,Mobile,2026-08-28 12:56:59,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
55,Super Fan (Sushi Lover),Mobile,2026-08-28 12:56:59,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
57,Value-Conscious Diner,Desktop,2026-08-28 12:56:59,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
58,Super Fan (Sushi Lover),Mobile,2026-08-28 12:56:59,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
60,Super Fan (Sushi Lover),Mobile,2026-08-28 12:56:59,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
56,Super Fan (Sushi Lover),Desktop,2026-08-28 12:56:59,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
59,Satisfied Pragmatist,Desktop,2026-08-28 12:56:59,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
62,Value-Conscious Diner,Mobile,2026-08-28 12:57:00,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
61,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:00,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
63,Satisfied Pragmatist,Desktop,2026-08-28 12:57:00,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
64,Value-Conscious Diner,Mobile,2026-08-28 12:57:00,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
68,Value-Conscious Diner,Mobile,2026-08-28 12:57:01,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
66,Satisfied Pragmatist,Desktop,2026-08-28 12:57:01,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
65,Super Fan (Sushi Lover),Desktop,2026-08-28 12:57:00,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
69,Value-Conscious Diner,Desktop,2026-08-28 12:57:01,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,3 = เห็นด้วยปานกลาง / สำคัญปานกลาง,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
67,Satisfied Pragmatist,Desktop,2026-08-28 12:57:01,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,SUCCESS
71,Super Fan (Sushi Lover),Mobile,2026-08-28 12:57:01,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,4 = เห็นด้วย / สำคัญมาก,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
72,Super Fan (Sushi Lover),Mobile,2026-08-28 12:57:01,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,5 = เห็นด้วยอย่างยิ่ง / สำคัญมากที่สุด,SUCCESS
